record_id,farmer_id,crop,state,lga,harvest_date,season,quantity_harvested_kg,post_harvest_loss_pct,quantity_sold_kg,farm_gate_price_per_kg,market_price_per_kg,gross_revenue_ngn,transport_mode,transport_cost_ngn,destination_market,days_to_market,storage_type,fertilizer_used,irrigation_used,cooperative_member
AGR-600132,FRM-05752,Maize,Oyo,Lewismouth,1/19/2023,Dry Season,3405.78,7.5,3150.35,401.62,1070.5,3372449.67,Truck,30400,Kantin Kwari,12,Warehouse,Yes,Yes,Yes
AGR-600133,FRM-04645,Plantain,Kano,Lake Samanthaville,7/19/2021,Wet Season,40251.64,31.6,27532.12,791.98,1554.24,42791522.19,Motorcycle,6700,Oja Oba,17,Cold Storage,Yes,No,Yes
AGR-600134,FRM-06576,Rice,Oyo,Williamsshire,10/13/2021,Wet Season,48840.17,8.9,44493.39,743.92,1768.1,78668762.86,Motorcycle,19600,Wuse Market,18,Silo,Yes,No,No
AGR-600135,FRM-08751,Groundnut,Anambra,North Jacobmouth,6/28/2023,Dry Season,349.98,27.3,254.44,374.57,726.87,184944.8,Rail,23400,Gbagi Market,4,Warehouse,Yes,Yes,Yes
AGR-600136,FRM-08643,Pepper,Imo,New Shaunville,5/27/2023,Dry Season,35978.16,7.2,33387.73,570.8,1149.97,38394887.87,Rail,11000,Wuse Market,14,None,No,No,No
AGR-600137,FRM-04350,Yam,Kaduna,Stevensport,2/23/2021,Wet Season,33921.53,17.1,28120.95,1450.48,2797.43,78666389.16,Van,24900,Oja Oba,7,Silo,Yes,Yes,Yes
AGR-600138,FRM-02183,Yam,Cross River,West Lauramouth,7/31/2023,Dry Season,38135.26,15.9,32071.75,1031.51,2742.35,87951963.61,Motorcycle,43400,Gbagi Market,18,Cold Storage,Yes,Yes,Yes
AGR-600139,FRM-06702,Yam,Kaduna,Turnershire,9/6/2022,Wet Season,24138.61,15.8,20324.71,1200.35,3472.68,70581213.92,Van,31300,Kantin Kwari,18,Open Air,No,No,No
AGR-600140,FRM-08796,Plantain,Benue,Taraberg,7/20/2022,Wet Season,49771.09,22.8,38423.28,1254.58,2921.76,112263602.6,Motorcycle,18400,Oyingbo,8,None,No,No,Yes
AGR-600141,FRM-00858,Yam,Borno,Franciscochester,1/11/2021,Wet Season,14426.77,31.1,9940.04,1452.22,2178.73,21656663.35,Boat,15400,Oyingbo,18,Open Air,Yes,No,No
AGR-600142,FRM-02150,Groundnut,Plateau,Baldwinport,10/15/2023,Off-Season,40675.2,30.7,28187.91,1412.05,1988.37,56047994.61,Truck,16900,Mile 12,20,Open Air,Yes,Yes,No
AGR-600143,FRM-05995,Tomato,Kano,North Luisport,4/19/2022,Off-Season,16546.19,24.5,12492.37,844.07,1115.34,13933239.96,Motorcycle,15000,Mile 12,17,Silo,No,No,No
AGR-600144,FRM-04284,Cowpea,Imo,Garcialand,5/20/2022,Dry Season,7654.79,9,6965.86,1743.65,5119.99,35665133.54,Truck,34800,Oja Oba,4,Silo,Yes,Yes,Yes
AGR-600145,FRM-08126,Plantain,Zamfara,Lake Richardfort,3/5/2022,Wet Season,1380.76,13.8,1190.22,1732.74,3758.82,4473822.74,Boat,34800,Oyingbo,20,None,No,No,Yes
AGR-600146,FRM-05973,Sorghum,Cross River,North Kendrahaven,6/25/2022,Off-Season,47327,10.4,42404.99,1624.82,3127.1,132604644.2,Truck,8500,Gbagi Market,1,Open Air,No,No,No
AGR-600147,FRM-08158,Cowpea,Zamfara,West Marilynside,11/11/2023,Dry Season,15232.87,26.8,11150.46,1764.83,3524.55,39300353.79,Van,2300,Kantin Kwari,14,Warehouse,Yes,Yes,Yes
AGR-600148,FRM-03905,Tomato,Cross River,Millermouth,3/23/2022,Off-Season,9331.58,15,7931.84,1746.2,2727.05,21630524.27,Boat,34800,Dawanau Market,19,Cold Storage,No,No,No
AGR-600149,FRM-02054,Soybean,Imo,East Amber,12/11/2021,Off-Season,28549.51,29.3,20184.5,282.68,682.5,13775921.25,Truck,43800,Oja Oba,9,Cold Storage,No,Yes,Yes
AGR-600150,FRM-05408,Yam,Kaduna,Lake Jennifer,4/23/2021,Dry Season,7452.21,16.1,6252.4,1547.74,2682.72,16773438.53,Motorcycle,17900,Wuse Market,15,None,No,Yes,Yes
AGR-600151,FRM-05827,Wheat,Niger,Leeton,1/1/2024,Wet Season,45493.11,13.4,39397.03,1922.98,4945.45,194836042,Van,32800,Dawanau Market,6,Silo,Yes,No,Yes
AGR-600152,FRM-09865,Wheat,Ogun,South Jason,12/18/2021,Dry Season,26711.84,2.5,26044.04,50.38,138.54,3608141.3,Motorcycle,18000,Wuse Market,15,Warehouse,No,No,Yes
AGR-600153,FRM-05052,Tomato,Anambra,Port Kevin,2/15/2021,Wet Season,48059.69,28,34602.98,183.28,497.6,17218442.85,Rail,12000,Oyingbo,6,Silo,Yes,Yes,No
AGR-600154,FRM-01563,Soybean,Zamfara,Port Maria,10/31/2022,Wet Season,39881.13,3.8,38365.65,496.24,1411.44,54150813.04,Motorcycle,24900,Kantin Kwari,6,Warehouse,Yes,Yes,Yes
AGR-600155,FRM-04882,Tomato,Ogun,Wheelerton,2/26/2022,Off-Season,39475.72,34.4,25896.07,944.85,1372.73,35548312.17,Boat,5900,Oyingbo,19,Warehouse,No,Yes,Yes
AGR-600156,FRM-08663,Tomato,Kano,Barronton,12/27/2022,Off-Season,24701.28,22.9,19044.69,288.36,579.35,11033541.15,Rail,45400,Kantin Kwari,18,Warehouse,No,No,No
AGR-600157,FRM-02838,Sorghum,Imo,Jamesport,2/21/2022,Off-Season,47387.42,13.8,40847.96,1772.21,4390.66,179349504.1,Motorcycle,14900,Oyingbo,17,Cold Storage,Yes,Yes,Yes
AGR-600158,FRM-05983,Rice,Imo,South Taylorburgh,2/25/2022,Off-Season,20524.79,31,14162.11,1758.58,4823.17,68306264.09,Truck,12100,Oyingbo,16,Warehouse,Yes,No,No
AGR-600159,FRM-01871,Cowpea,Ogun,Port Jim,7/5/2022,Dry Season,19757.32,31.5,13533.76,1066.75,2649.13,35852689.63,Rail,47800,Oyingbo,5,None,No,Yes,No
AGR-600160,FRM-09568,Yam,Imo,Hansonport,6/12/2021,Off-Season,38521.06,7.9,35477.9,1183.05,3010.44,106804089.3,Boat,33500,Kantin Kwari,5,Warehouse,No,No,Yes
AGR-600161,FRM-04990,Wheat,Zamfara,East Michaelmouth,2/3/2023,Dry Season,22932.09,7.3,21258.05,277.34,437.97,9310388.16,Motorcycle,16000,Eke Awka,19,Open Air,No,Yes,No
AGR-600162,FRM-01292,Wheat,Kano,New Chelseafurt,5/24/2023,Wet Season,19394.17,29.9,13595.31,1424.63,3818.49,51913555.28,Boat,32300,Mile 12,1,Warehouse,Yes,Yes,No
AGR-600163,FRM-04847,Groundnut,Benue,Lauriemouth,6/8/2021,Dry Season,7538.63,7,7010.93,1236.38,2874.24,20151095.44,Motorcycle,5900,Eke Awka,12,Open Air,Yes,No,No
AGR-600164,FRM-04080,Plantain,Zamfara,Danielfurt,12/22/2023,Off-Season,44342.26,7,41238.3,1822.48,3565.36,147029385.3,Boat,46800,Eke Awka,2,Open Air,No,Yes,No
AGR-600165,FRM-07665,Groundnut,Cross River,East Angelastad,8/28/2021,Wet Season,10491.75,26.8,7679.96,1594.91,2610.05,20045079.6,Motorcycle,46600,Dawanau Market,7,None,Yes,No,Yes
AGR-600166,FRM-05769,Groundnut,Oyo,East George,1/4/2022,Off-Season,1096.13,7,1019.4,215.32,418.11,426221.33,Truck,13700,Oyingbo,12,Open Air,Yes,Yes,Yes
AGR-600167,FRM-02008,Pepper,Plateau,East Christianville,12/27/2022,Wet Season,34035.26,23.1,26173.11,550.86,1236.78,32370378.99,Van,25500,Oyingbo,9,None,Yes,No,Yes
AGR-600168,FRM-07111,Sorghum,Anambra,Masseystad,4/26/2023,Wet Season,33991.41,6.6,31747.98,570.53,1522.66,48341379.23,Truck,47300,Dawanau Market,21,None,Yes,No,No
AGR-600169,FRM-06255,Cassava,Borno,Williamshaven,8/19/2022,Wet Season,25650.77,14.2,22008.36,1285.06,3576.45,78711799.12,Rail,17900,Dawanau Market,9,Open Air,No,Yes,No
AGR-600170,FRM-02993,Sorghum,Niger,Joannastad,2/26/2023,Dry Season,1492.64,3.2,1444.88,141.74,268.61,388109.22,Boat,33400,Oyingbo,20,Cold Storage,No,No,Yes
AGR-600171,FRM-07351,Yam,Niger,Michelleburgh,1/28/2023,Wet Season,4077.06,28.8,2902.87,78.41,224.9,652855.46,Truck,9200,Gbagi Market,18,None,No,Yes,No
AGR-600172,FRM-08089,Yam,Anambra,Lake Alanview,12/13/2022,Dry Season,48064.28,7.7,44363.33,953.99,2466.01,109400415.4,Truck,37300,Dawanau Market,3,Warehouse,Yes,Yes,No
AGR-600173,FRM-05381,Groundnut,Niger,New Marilyn,4/11/2022,Dry Season,18615.97,33.1,12454.08,1024.23,2351.56,29286516.36,Motorcycle,44500,Oja Oba,4,Open Air,Yes,No,Yes
AGR-600174,FRM-09062,Wheat,Niger,South Johnathanfurt,1/3/2023,Dry Season,5856.74,29.9,4105.57,162.74,335.35,1376802.9,Truck,43000,Gbagi Market,1,Cold Storage,No,No,No
AGR-600175,FRM-00938,Sorghum,Cross River,South Patrickmouth,9/19/2022,Dry Season,14831.35,24.4,11212.5,1177.8,1653.26,18537177.75,Motorcycle,31400,Dawanau Market,18,Warehouse,No,No,No
AGR-600176,FRM-04756,Rice,Imo,East Stacey,12/24/2021,Wet Season,43650.74,15.4,36928.53,787.66,1746.12,64481644.8,Boat,36500,Wuse Market,3,None,Yes,No,No
AGR-600177,FRM-06443,Soybean,Oyo,North Nicholasfurt,7/27/2022,Dry Season,43728.26,32.6,29472.85,1361.24,1817.78,53575157.27,Truck,44500,Kantin Kwari,9,Cold Storage,Yes,Yes,Yes
AGR-600178,FRM-03812,Maize,Zamfara,Port Tamara,7/4/2021,Off-Season,16531.94,25.5,12316.3,751.55,1279.33,15756612.08,Boat,18100,Eke Awka,17,Silo,Yes,Yes,No
AGR-600179,FRM-08004,Maize,Plateau,South Jamieview,10/26/2021,Dry Season,23758.01,26.1,17557.17,1939.02,5606.52,98434624.75,Van,47000,Wuse Market,3,Silo,Yes,Yes,No
AGR-600180,FRM-00417,Groundnut,Zamfara,East Jessica,7/23/2023,Off-Season,48040.87,25.9,35598.28,580.99,1674.1,59595080.55,Rail,36700,Kantin Kwari,2,None,Yes,No,Yes
AGR-600181,FRM-08521,Plantain,Kano,South Kathryn,10/11/2022,Dry Season,49378.09,27.9,35601.6,1924.98,5382.46,191624187.9,Truck,44200,Wuse Market,2,Silo,No,No,No
AGR-600182,FRM-07394,Groundnut,Zamfara,Pamelaview,5/5/2022,Off-Season,157.96,7.6,145.96,902.14,1954.02,285208.76,Motorcycle,33500,Gbagi Market,17,Silo,Yes,No,No
AGR-600183,FRM-05696,Pepper,Anambra,Coopermouth,2/1/2023,Wet Season,39959.21,15.9,33605.7,787.49,1032.22,34688475.65,Van,44500,Eke Awka,7,Silo,No,No,No
AGR-600184,FRM-04977,Wheat,Cross River,Port Amanda,2/24/2023,Dry Season,37066.36,23.4,28392.83,572.64,1334.84,37899885.2,Rail,38400,Kantin Kwari,17,Warehouse,No,Yes,Yes
AGR-600185,FRM-01697,Groundnut,Borno,Port Jenniferstad,3/28/2023,Off-Season,28327.9,29.2,20056.15,429.77,803.09,16106893.5,Motorcycle,11000,Eke Awka,6,Silo,Yes,Yes,Yes
AGR-600186,FRM-00389,Plantain,Niger,Lake Jason,4/24/2021,Off-Season,43065.17,22.7,33289.38,300.11,675.1,22473660.44,Van,7600,Oyingbo,5,Cold Storage,Yes,Yes,No
AGR-600187,FRM-08183,Rice,Kano,Jessicamouth,9/11/2021,Off-Season,32604.32,24.4,24648.87,995.56,2669.78,65807060.15,Truck,32300,Mile 12,4,Warehouse,Yes,Yes,No
AGR-600188,FRM-00089,Tomato,Kano,West Meghanside,8/20/2023,Off-Season,16691.65,12.5,14605.19,374.33,698.59,10203039.68,Rail,45800,Mile 12,10,Open Air,No,Yes,No
AGR-600189,FRM-07823,Cassava,Zamfara,Danielshire,9/10/2023,Off-Season,4928.52,20.9,3898.46,1374.41,2962.68,11549889.47,Van,15500,Eke Awka,5,Open Air,No,No,Yes
AGR-600190,FRM-05444,Soybean,Plateau,North Thomasborough,10/31/2021,Wet Season,6524.62,3.9,6270.16,591.75,1502.8,9422796.45,Truck,20600,Kantin Kwari,19,Cold Storage,No,Yes,No
AGR-600191,FRM-04505,Sorghum,Niger,South Jeremy,5/28/2021,Wet Season,40166.82,18.4,32776.13,147.44,258.66,8477873.79,Rail,21800,Oyingbo,11,Cold Storage,No,No,No
AGR-600192,FRM-00130,Tomato,Imo,Fordchester,10/15/2022,Off-Season,13872.66,27.7,10029.93,1615.55,4090.32,41025623.28,Boat,23700,Eke Awka,14,Open Air,Yes,No,Yes
AGR-600193,FRM-05910,Pepper,Niger,New Amyland,6/21/2021,Wet Season,28494.71,5.3,26984.49,201.9,497.07,13413180.44,Van,9400,Gbagi Market,11,Silo,No,No,Yes
AGR-600194,FRM-00035,Sorghum,Cross River,Port Edward,6/30/2021,Dry Season,2383.55,26.5,1751.91,1192.63,2552.55,4471837.87,Boat,30900,Gbagi Market,17,Warehouse,Yes,Yes,Yes
AGR-600195,FRM-07705,Cassava,Kano,Floresmouth,5/31/2021,Wet Season,30035.13,34.9,19552.87,1489.28,2546.56,49792556.63,Rail,48000,Eke Awka,20,None,No,No,No
AGR-600196,FRM-04591,Cowpea,Plateau,West Lynn,7/31/2023,Dry Season,44932.16,11,39989.62,272.44,386.08,15439192.49,Motorcycle,40300,Dawanau Market,2,Open Air,No,Yes,No
AGR-600197,FRM-05506,Wheat,Ogun,West Donnaside,8/5/2022,Dry Season,40803.8,6.9,37988.34,255.44,659.97,25071164.75,Boat,5100,Oyingbo,19,Open Air,No,No,No
AGR-600198,FRM-00329,Tomato,Kaduna,Lake Johnny,11/22/2022,Wet Season,9847.55,33.8,6519.08,1910.31,3372.64,21986509.97,Motorcycle,16900,Mile 12,14,Warehouse,No,No,No
AGR-600199,FRM-08198,Plantain,Anambra,North Rhondastad,9/17/2022,Dry Season,22250.15,28,16020.11,1420.79,2686.47,43037544.91,Rail,45700,Dawanau Market,12,Silo,No,Yes,Yes
AGR-600200,FRM-02641,Wheat,Ogun,Justinview,7/9/2022,Dry Season,36013.99,4.9,34249.3,1505.63,2503.77,85752369.86,Motorcycle,27600,Kantin Kwari,9,Cold Storage,No,No,Yes
AGR-600201,FRM-02777,Wheat,Benue,Evanburgh,9/24/2021,Dry Season,34345.75,8.1,31563.74,489.32,728,22978402.72,Truck,44000,Oyingbo,17,Warehouse,Yes,Yes,No
AGR-600202,FRM-00218,Yam,Kaduna,Valenzuelaview,4/1/2021,Dry Season,40512.18,23.3,31072.84,632.3,1565.29,48638005.72,Boat,47100,Kantin Kwari,1,Open Air,Yes,Yes,No
AGR-600203,FRM-01587,Wheat,Plateau,Brendamouth,8/7/2021,Off-Season,14342.23,13.6,12391.69,1499.49,4493.84,55686272.19,Motorcycle,4700,Gbagi Market,15,Warehouse,Yes,Yes,Yes
AGR-600204,FRM-06513,Plantain,Oyo,North Gary,6/20/2022,Dry Season,35578.67,11.5,31487.12,1224.73,2222.16,69969418.58,Rail,49600,Dawanau Market,21,Warehouse,No,No,Yes
AGR-600205,FRM-09147,Pepper,Borno,Padillastad,5/9/2021,Dry Season,44412.49,33.4,29578.72,1054.05,1928.82,57052026.71,Truck,42500,Dawanau Market,9,None,Yes,Yes,No
AGR-600206,FRM-01838,Plantain,Imo,North Kimberly,5/2/2023,Wet Season,5271.33,5.7,4970.86,1915.6,3113.1,15474784.27,Motorcycle,2800,Gbagi Market,4,Cold Storage,Yes,No,No
AGR-600207,FRM-00992,Rice,Cross River,Blevinsmouth,12/25/2022,Dry Season,38146.69,25.1,28571.87,1600.03,3538.61,101104704.9,Motorcycle,31800,Mile 12,21,Open Air,No,No,No
AGR-600208,FRM-08941,Wheat,Oyo,South Jose,6/13/2021,Off-Season,46839.85,29.2,33162.61,1200.76,2636.11,87420287.85,Motorcycle,38400,Oja Oba,18,Warehouse,No,No,Yes
AGR-600209,FRM-05278,Maize,Zamfara,Williamsland,6/25/2021,Off-Season,17730.27,31,12233.89,138.96,342.68,4192309.43,Boat,20500,Kantin Kwari,20,Open Air,No,Yes,Yes
AGR-600210,FRM-01814,Plantain,Ogun,Brendashire,4/16/2022,Wet Season,11733.28,19.7,9421.82,1561.08,4384.85,41313267.43,Motorcycle,27300,Oyingbo,8,None,Yes,Yes,Yes
AGR-600211,FRM-08725,Maize,Benue,Alejandrochester,3/2/2022,Wet Season,11810.35,14.1,10145.09,281.72,463.24,4699611.49,Motorcycle,14600,Wuse Market,7,Warehouse,Yes,Yes,No
AGR-600212,FRM-03717,Yam,Imo,Martinton,4/7/2022,Off-Season,35051.49,11.5,31020.57,1917.38,5347.8,165891804.3,Motorcycle,27200,Oja Oba,20,Warehouse,No,No,Yes
AGR-600213,FRM-06549,Wheat,Kano,New Megan,9/4/2021,Dry Season,37264.1,34.4,24445.25,486.47,1323.79,32360377.5,Rail,8000,Mile 12,13,None,No,No,Yes
AGR-600214,FRM-07458,Cowpea,Kaduna,West Sherri,7/5/2021,Dry Season,13641.48,21.4,10722.2,53.43,69.52,745407.34,Boat,49000,Kantin Kwari,10,Warehouse,No,Yes,No
AGR-600215,FRM-01073,Wheat,Cross River,Deborahchester,6/15/2023,Wet Season,37697.22,31,26011.08,857.75,2376.29,61809869.29,Truck,46700,Oyingbo,8,Warehouse,No,No,No
AGR-600216,FRM-03617,Rice,Oyo,Jayshire,1/7/2023,Off-Season,29324.3,32,19940.52,650.83,1158.54,23101890.04,Van,16700,Eke Awka,13,Silo,Yes,Yes,No
AGR-600217,FRM-09012,Plantain,Plateau,North Janetberg,10/8/2023,Wet Season,7041.36,2.8,6844.2,1908.75,5426.28,37138545.58,Van,32600,Mile 12,4,Warehouse,No,No,Yes
AGR-600218,FRM-02041,Maize,Kano,Garciafurt,12/11/2023,Wet Season,48515.27,28.9,34494.36,1852.31,5540.31,191109447.7,Boat,41200,Kantin Kwari,21,Cold Storage,Yes,No,Yes
AGR-600219,FRM-06527,Plantain,Imo,West Ryan,5/4/2023,Wet Season,31157.48,34.1,20532.78,1170.71,3251.28,66757816.96,Boat,27000,Mile 12,9,Open Air,No,Yes,No
AGR-600220,FRM-01229,Cassava,Benue,Kylehaven,4/5/2022,Wet Season,9640.59,18.2,7886,754.49,2182.45,17210800.7,Van,15000,Oyingbo,3,Warehouse,Yes,Yes,Yes
AGR-600221,FRM-06920,Soybean,Ogun,New Jesse,10/7/2023,Wet Season,8396.28,19.9,6725.42,927.04,1649.85,11095934.19,Motorcycle,42200,Wuse Market,4,Silo,No,Yes,Yes
AGR-600222,FRM-00320,Maize,Zamfara,Ryanbury,7/3/2023,Dry Season,7401.85,25.3,5529.18,257.84,617.79,3415872.11,Boat,34100,Gbagi Market,9,Cold Storage,No,No,Yes
AGR-600223,FRM-06025,Sorghum,Niger,Lake Juan,2/5/2022,Dry Season,20672.45,27.3,15028.87,1705.65,3365.13,50574101.3,Van,22500,Wuse Market,14,Open Air,No,No,No
AGR-600224,FRM-03528,Cassava,Cross River,Ellismouth,5/3/2021,Wet Season,7209.98,11.9,6351.99,1611.98,2838.5,18030123.61,Rail,8800,Dawanau Market,10,None,Yes,Yes,Yes
AGR-600225,FRM-05699,Tomato,Benue,Blackwellmouth,1/27/2023,Wet Season,17691.84,30.6,12278.14,622.5,1600.16,19646988.5,Motorcycle,10200,Dawanau Market,13,None,Yes,No,Yes
AGR-600226,FRM-08138,Cassava,Zamfara,New Angelaville,6/17/2022,Off-Season,41076.08,14.8,34996.82,1470.73,3445.96,120597641.9,Rail,6800,Wuse Market,21,Cold Storage,No,Yes,Yes
AGR-600227,FRM-05976,Yam,Kaduna,New Melissa,1/25/2022,Off-Season,14716.23,27.9,10610.4,480.29,1013.45,10753109.88,Truck,39900,Mile 12,5,Open Air,No,No,Yes
AGR-600228,FRM-05907,Groundnut,Imo,Port Jasonhaven,6/15/2021,Off-Season,45653.82,27.8,32962.06,67.74,157.74,5199435.34,Truck,14400,Wuse Market,7,Warehouse,No,Yes,Yes
AGR-600229,FRM-06878,Soybean,Zamfara,Lake Curtis,3/26/2021,Off-Season,11330.01,25.9,8395.54,829.39,2438.55,20472944.07,Truck,35600,Oyingbo,4,None,No,Yes,Yes
AGR-600230,FRM-00952,Cowpea,Kaduna,Aaronland,7/9/2021,Off-Season,31774.68,26.6,23322.62,328.67,582.88,13594288.75,Truck,6700,Kantin Kwari,13,None,Yes,Yes,No
AGR-600231,FRM-08125,Yam,Borno,South Christopher,8/23/2021,Wet Season,28074.8,26.3,20691.13,1682,2556.63,52899563.69,Van,40100,Gbagi Market,12,Silo,No,No,No
AGR-600232,FRM-08860,Wheat,Plateau,South Jessica,12/12/2022,Wet Season,2409.69,27.3,1751.84,616.33,1505.43,2637272.49,Rail,38700,Eke Awka,18,None,Yes,No,No
AGR-600233,FRM-08506,Cassava,Niger,Deborahstad,1/16/2021,Dry Season,48138.71,4,46213.16,1734.06,4100.59,189501221.8,Boat,48400,Dawanau Market,5,Cold Storage,Yes,Yes,Yes
AGR-600234,FRM-05467,Cowpea,Cross River,Christinabury,7/18/2023,Dry Season,4955.03,26.2,3656.81,1014.33,2173.67,7948698.19,Rail,3200,Kantin Kwari,6,None,Yes,Yes,Yes
AGR-600235,FRM-00464,Pepper,Benue,South Justinchester,2/14/2023,Dry Season,48209.5,12,42424.36,739.17,2047.34,86857089.2,Boat,40400,Wuse Market,5,Silo,Yes,Yes,Yes
AGR-600236,FRM-01124,Sorghum,Cross River,North Carmenfurt,7/14/2023,Off-Season,12922.16,17.1,10712.47,1064.32,2130.05,22818096.72,Van,39300,Oja Oba,11,Cold Storage,Yes,No,Yes
AGR-600237,FRM-03174,Cassava,Kano,Lake William,7/31/2021,Wet Season,29823.47,9.7,26930.59,483.1,641.33,17271395.28,Truck,16900,Kantin Kwari,2,Cold Storage,No,No,No
AGR-600238,FRM-02321,Cowpea,Borno,North Latasha,7/11/2023,Off-Season,11865.8,24.4,8970.54,1362.91,3754.16,33676842.45,Van,33600,Eke Awka,19,Open Air,Yes,Yes,Yes
AGR-600239,FRM-05774,Pepper,Benue,Jeremybury,8/20/2021,Wet Season,43076.41,13.3,37347.25,184.38,368.98,13780388.31,Motorcycle,45500,Wuse Market,17,None,Yes,Yes,Yes
AGR-600240,FRM-06644,Rice,Benue,South Logan,6/29/2021,Off-Season,41186.9,12.8,35914.98,1893.88,4062.04,145888085.4,Boat,27200,Oyingbo,2,Warehouse,Yes,Yes,No
AGR-600241,FRM-07769,Cowpea,Borno,Aaronbury,3/8/2021,Wet Season,1948.77,34.7,1272.55,1703.69,2497.31,3177951.84,Motorcycle,12400,Eke Awka,15,None,Yes,No,No
AGR-600242,FRM-07687,Plantain,Kaduna,Jacobsburgh,6/10/2023,Dry Season,25130.19,26.7,18420.43,812.4,2188.94,40321216.04,Boat,13900,Wuse Market,21,Warehouse,No,Yes,No
AGR-600243,FRM-01271,Sorghum,Plateau,New James,7/2/2021,Wet Season,43120.96,25.7,32038.87,1948.19,3009.2,96411367.6,Boat,7100,Mile 12,19,Open Air,Yes,No,No
AGR-600244,FRM-08070,Plantain,Oyo,Mandyview,5/28/2021,Wet Season,15343.46,19.6,12336.14,999.91,2393.92,29531732.27,Truck,5400,Gbagi Market,21,Open Air,Yes,No,Yes
AGR-600245,FRM-09889,Pepper,Benue,Sandrabury,11/17/2023,Wet Season,41765.4,14.3,35792.95,1165.12,2785.17,99689450.55,Boat,1400,Oja Oba,6,Cold Storage,No,No,Yes
AGR-600246,FRM-05818,Pepper,Imo,Port Garrettstad,8/11/2021,Wet Season,36288.76,14,31208.33,125.35,373.97,11670979.17,Rail,9200,Oyingbo,6,Open Air,Yes,No,Yes
AGR-600247,FRM-07796,Yam,Kaduna,Marthastad,11/22/2021,Wet Season,18320.88,28.9,13026.15,1980.79,3805.84,49575442.72,Van,35700,Dawanau Market,19,Warehouse,Yes,Yes,No
AGR-600248,FRM-00878,Pepper,Plateau,Mcbrideland,8/19/2021,Dry Season,3777.66,28.1,2716.14,1529.54,3476.21,9441873.03,Truck,14200,Oja Oba,21,Warehouse,No,No,No
AGR-600249,FRM-09254,Soybean,Cross River,North Timothy,4/11/2022,Off-Season,27981.02,13.9,24091.66,1052.03,1822.87,43915964.26,Van,11200,Gbagi Market,20,Open Air,No,Yes,Yes
AGR-600250,FRM-08265,Soybean,Niger,West Lauren,10/25/2023,Wet Season,22284.01,11.4,19743.63,1413.28,3642.58,71917751.77,Truck,20500,Gbagi Market,13,None,No,Yes,No
AGR-600251,FRM-09516,Wheat,Cross River,Mataside,5/4/2022,Dry Season,19036.18,30.7,13192.07,153.59,389.53,5138707.03,Rail,8500,Mile 12,21,Silo,Yes,Yes,Yes
AGR-600252,FRM-01243,Cowpea,Benue,New Andreamouth,11/18/2021,Off-Season,37068.36,24.1,28134.89,943.03,2313.08,65078251.36,Boat,23200,Wuse Market,11,Cold Storage,No,Yes,Yes
AGR-600253,FRM-02995,Sorghum,Benue,Juliemouth,9/3/2023,Off-Season,45711.86,33.8,30261.25,561.78,1334.71,40389992.99,Van,44400,Gbagi Market,9,Cold Storage,Yes,Yes,Yes
AGR-600254,FRM-03991,Maize,Kaduna,Pachecostad,10/9/2023,Wet Season,21288.57,22.4,16519.93,709.31,2092.55,34568779.52,Rail,4800,Gbagi Market,15,Silo,No,No,Yes
AGR-600255,FRM-06883,Cowpea,Cross River,East Michael,11/29/2021,Off-Season,34345.68,21.5,26961.36,1352.62,3698.1,99705805.42,Truck,42300,Dawanau Market,5,Open Air,No,Yes,Yes
AGR-600256,FRM-08320,Rice,Anambra,Lake Jaime,10/7/2021,Off-Season,22580.24,29.1,16009.39,1709.81,5100.56,81656854.26,Boat,41600,Eke Awka,6,Silo,No,No,No
AGR-600257,FRM-00326,Cowpea,Oyo,Moorebury,6/10/2022,Wet Season,13343.06,8.9,12155.53,744.16,1033.87,12567237.8,Rail,31500,Wuse Market,3,None,Yes,No,Yes
AGR-600258,FRM-05257,Cowpea,Anambra,Weaverfort,7/23/2021,Off-Season,25802.79,12.5,22577.44,88.74,157.44,3554592.15,Boat,20000,Oja Oba,4,Open Air,Yes,No,Yes
AGR-600259,FRM-04581,Plantain,Anambra,Lake Jeffreymouth,2/15/2022,Dry Season,35819.38,25.3,26757.08,1601.48,4129.95,110505402.6,Van,4300,Eke Awka,13,Cold Storage,No,No,No
AGR-600260,FRM-07865,Yam,Niger,Herreraside,12/25/2022,Wet Season,14775.98,25.8,10963.78,1586.39,2904.46,31843860.46,Boat,23500,Gbagi Market,8,Cold Storage,No,Yes,No
AGR-600261,FRM-04431,Rice,Anambra,Jacquelinebury,7/16/2022,Off-Season,3753.35,31,2589.81,1470.68,3459.24,8958774.34,Boat,35800,Dawanau Market,20,Silo,No,No,No
AGR-600262,FRM-07919,Rice,Anambra,North Wendyview,9/10/2023,Wet Season,33318.39,22.6,25788.43,1705.64,4741.36,122272230.5,Truck,12100,Wuse Market,13,None,Yes,No,No
AGR-600263,FRM-08532,Maize,Kano,Port Loriland,8/15/2021,Dry Season,43737.3,32.1,29697.63,952.96,2040.41,60595341.23,Truck,28600,Oyingbo,10,Warehouse,No,Yes,No
AGR-600264,FRM-09503,Tomato,Benue,East Eric,2/8/2023,Dry Season,5337.32,2.3,5214.56,736.25,1369.59,7141809.23,Rail,42400,Oyingbo,19,Cold Storage,Yes,No,Yes
